seed,policy,fault,severity,stage,metric,D_s,A_f,unique_absorption,veto_rate,mean_speed,validity,invalid_reason,git_commit
20260749,P1,imu_dropout,suppress IMU,L7,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.532500,L7,False,0.092500,7.2335,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,imu_dropout,suppress IMU,L8,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.987500,L7,False,0.092500,7.2335,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,position_bias,1.0 m,L1,"AUC(faulted, matched-clean) folded to [0.5,1.0]",1.000000,L2a,True,0.060000,12.4356,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,position_bias,1.0 m,L2a,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.060000,12.4356,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,position_bias,1.0 m,L2b,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.060000,12.4356,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,position_bias,1.0 m,L3,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.060000,12.4356,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,position_bias,1.0 m,L6,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.060000,12.4356,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,position_bias,1.0 m,L7,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.060000,12.4356,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,position_bias,1.0 m,L8,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.060000,12.4356,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,position_drift,2.0 m final,L1,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.982463,L2a,True,0.060000,12.4356,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,position_drift,2.0 m final,L2a,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.060000,12.4356,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,position_drift,2.0 m final,L2b,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.060000,12.4356,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,position_drift,2.0 m final,L3,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.060000,12.4356,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,position_drift,2.0 m final,L6,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.060000,12.4356,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,position_drift,2.0 m final,L7,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.060000,12.4356,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,position_drift,2.0 m final,L8,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.060000,12.4356,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,speed_stuck,hold,L1,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.992500,L2a,True,0.060000,12.4402,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,speed_stuck,hold,L2a,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.553438,L2a,True,0.060000,12.4402,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,speed_stuck,hold,L2b,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.552712,L2a,True,0.060000,12.4402,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,speed_stuck,hold,L3,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.552987,L2a,True,0.060000,12.4402,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,speed_stuck,hold,L6,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.502112,L2a,True,0.060000,12.4402,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,speed_stuck,hold,L7,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.060000,12.4402,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,speed_stuck,hold,L8,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.060000,12.4402,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,speed_bias,3.0 m/s,L1,"AUC(faulted, matched-clean) folded to [0.5,1.0]",1.000000,L2a,False,0.060000,12.0665,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,speed_bias,3.0 m/s,L2a,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.522625,L2a,False,0.060000,12.0665,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,speed_bias,3.0 m/s,L2b,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.715400,L2a,False,0.060000,12.0665,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,speed_bias,3.0 m/s,L3,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.518275,L2a,False,0.060000,12.0665,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,speed_bias,3.0 m/s,L6,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.544700,L2a,False,0.060000,12.0665,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,speed_bias,3.0 m/s,L7,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,False,0.060000,12.0665,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,speed_bias,3.0 m/s,L8,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,False,0.060000,12.0665,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,lateral_noise,sigma x25,L1,"AUC(faulted, matched-clean) folded to [0.5,1.0]",1.000000,,False,0.277500,10.7824,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,lateral_noise,sigma x25,L2a,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.975525,,False,0.277500,10.7824,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,lateral_noise,sigma x25,L2b,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.850950,,False,0.277500,10.7824,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,lateral_noise,sigma x25,L3,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.975600,,False,0.277500,10.7824,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,lateral_noise,sigma x25,L6,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.698350,,False,0.277500,10.7824,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,lateral_noise,sigma x25,L7,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.717500,,False,0.277500,10.7824,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260749,P1,lateral_noise,sigma x25,L8,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.635000,,False,0.277500,10.7824,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,imu_dropout,suppress IMU,L1,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.997500,L7,False,0.075000,5.9016,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,imu_dropout,suppress IMU,L2a,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.904650,L7,False,0.075000,5.9016,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,imu_dropout,suppress IMU,L2b,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.830750,L7,False,0.075000,5.9016,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,imu_dropout,suppress IMU,L3,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.904687,L7,False,0.075000,5.9016,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,imu_dropout,suppress IMU,L6,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.871700,L7,False,0.075000,5.9016,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,imu_dropout,suppress IMU,L7,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.560000,L7,False,0.075000,5.9016,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,imu_dropout,suppress IMU,L8,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.987500,L7,False,0.075000,5.9016,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,position_bias,1.0 m,L1,"AUC(faulted, matched-clean) folded to [0.5,1.0]",1.000000,L2a,True,0.015000,10.5348,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,position_bias,1.0 m,L2a,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.015000,10.5348,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,position_bias,1.0 m,L2b,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.015000,10.5348,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,position_bias,1.0 m,L3,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.015000,10.5348,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,position_bias,1.0 m,L6,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.015000,10.5348,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,position_bias,1.0 m,L7,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.015000,10.5348,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,position_bias,1.0 m,L8,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.015000,10.5348,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,position_drift,2.0 m final,L1,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.967712,L2a,True,0.015000,10.5348,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,position_drift,2.0 m final,L2a,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.015000,10.5348,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,position_drift,2.0 m final,L2b,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.015000,10.5348,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,position_drift,2.0 m final,L3,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.015000,10.5348,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,position_drift,2.0 m final,L6,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.015000,10.5348,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,position_drift,2.0 m final,L7,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.015000,10.5348,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,position_drift,2.0 m final,L8,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.015000,10.5348,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,speed_stuck,hold,L1,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.892500,L2a,True,0.017500,10.5725,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,speed_stuck,hold,L2a,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.584062,L2a,True,0.017500,10.5725,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,speed_stuck,hold,L2b,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.518637,L2a,True,0.017500,10.5725,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,speed_stuck,hold,L3,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.582187,L2a,True,0.017500,10.5725,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,speed_stuck,hold,L6,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.534563,L2a,True,0.017500,10.5725,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,speed_stuck,hold,L7,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.502500,L2a,True,0.017500,10.5725,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,speed_stuck,hold,L8,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.017500,10.5725,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,speed_bias,3.0 m/s,L1,"AUC(faulted, matched-clean) folded to [0.5,1.0]",1.000000,L2a,False,0.012500,10.1918,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,speed_bias,3.0 m/s,L2a,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.502775,L2a,False,0.012500,10.1918,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,speed_bias,3.0 m/s,L2b,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.670550,L2a,False,0.012500,10.1918,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,speed_bias,3.0 m/s,L3,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.501138,L2a,False,0.012500,10.1918,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,speed_bias,3.0 m/s,L6,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.677250,L2a,False,0.012500,10.1918,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,speed_bias,3.0 m/s,L7,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.502500,L2a,False,0.012500,10.1918,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,speed_bias,3.0 m/s,L8,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,False,0.012500,10.1918,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,lateral_noise,sigma x25,L1,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.995775,L6,False,0.292500,8.3298,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,lateral_noise,sigma x25,L2a,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.976750,L6,False,0.292500,8.3298,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,lateral_noise,sigma x25,L2b,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.884275,L6,False,0.292500,8.3298,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,lateral_noise,sigma x25,L3,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.976775,L6,False,0.292500,8.3298,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,lateral_noise,sigma x25,L6,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.519825,L6,False,0.292500,8.3298,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,lateral_noise,sigma x25,L7,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.777500,L6,False,0.292500,8.3298,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260750,P1,lateral_noise,sigma x25,L8,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.835000,L6,False,0.292500,8.3298,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,imu_dropout,suppress IMU,L1,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.997500,L2a,False,0.070000,5.9380,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,imu_dropout,suppress IMU,L2a,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.509925,L2a,False,0.070000,5.9380,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,imu_dropout,suppress IMU,L2b,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.518400,L2a,False,0.070000,5.9380,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,imu_dropout,suppress IMU,L3,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.508675,L2a,False,0.070000,5.9380,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,imu_dropout,suppress IMU,L6,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.524875,L2a,False,0.070000,5.9380,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,imu_dropout,suppress IMU,L7,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.502500,L2a,False,0.070000,5.9380,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,imu_dropout,suppress IMU,L8,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.987500,L2a,False,0.070000,5.9380,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,position_bias,1.0 m,L1,"AUC(faulted, matched-clean) folded to [0.5,1.0]",1.000000,L2a,True,0.067500,10.5283,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,position_bias,1.0 m,L2a,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.067500,10.5283,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,position_bias,1.0 m,L2b,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.067500,10.5283,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,position_bias,1.0 m,L3,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.067500,10.5283,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,position_bias,1.0 m,L6,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.067500,10.5283,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,position_bias,1.0 m,L7,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.067500,10.5283,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,position_bias,1.0 m,L8,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.067500,10.5283,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,position_drift,2.0 m final,L1,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.973562,L2a,True,0.067500,10.5283,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,position_drift,2.0 m final,L2a,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.067500,10.5283,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,position_drift,2.0 m final,L2b,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.067500,10.5283,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,position_drift,2.0 m final,L3,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.067500,10.5283,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,position_drift,2.0 m final,L6,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.067500,10.5283,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,position_drift,2.0 m final,L7,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.067500,10.5283,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,position_drift,2.0 m final,L8,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.067500,10.5283,INVALID,ground-truth regeneration (ADR-0033): fault never reached the estimator,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,speed_stuck,hold,L1,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.897500,L2a,True,0.067500,10.5677,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,speed_stuck,hold,L2a,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.561837,L2a,True,0.067500,10.5677,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,speed_stuck,hold,L2b,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.525012,L2a,True,0.067500,10.5677,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,speed_stuck,hold,L3,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.559787,L2a,True,0.067500,10.5677,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,speed_stuck,hold,L6,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.540212,L2a,True,0.067500,10.5677,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,speed_stuck,hold,L7,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.067500,10.5677,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,speed_stuck,hold,L8,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,True,0.067500,10.5677,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,speed_bias,3.0 m/s,L1,"AUC(faulted, matched-clean) folded to [0.5,1.0]",1.000000,L2a,False,0.067500,10.1810,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,speed_bias,3.0 m/s,L2a,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.508150,L2a,False,0.067500,10.1810,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,speed_bias,3.0 m/s,L2b,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.715625,L2a,False,0.067500,10.1810,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,speed_bias,3.0 m/s,L3,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.504075,L2a,False,0.067500,10.1810,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,speed_bias,3.0 m/s,L6,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.706850,L2a,False,0.067500,10.1810,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,speed_bias,3.0 m/s,L7,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,False,0.067500,10.1810,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,speed_bias,3.0 m/s,L8,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.500000,L2a,False,0.067500,10.1810,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,lateral_noise,sigma x25,L1,"AUC(faulted, matched-clean) folded to [0.5,1.0]",1.000000,L8,True,0.257500,8.8799,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,lateral_noise,sigma x25,L2a,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.979125,L8,True,0.257500,8.8799,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,lateral_noise,sigma x25,L2b,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.948800,L8,True,0.257500,8.8799,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,lateral_noise,sigma x25,L3,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.979175,L8,True,0.257500,8.8799,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,lateral_noise,sigma x25,L6,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.673850,L8,True,0.257500,8.8799,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,lateral_noise,sigma x25,L7,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.690000,L8,True,0.257500,8.8799,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260751,P1,lateral_noise,sigma x25,L8,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.570000,L8,True,0.257500,8.8799,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260752,P1,imu_dropout,suppress IMU,L1,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.997500,L7,False,0.082500,8.1717,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260752,P1,imu_dropout,suppress IMU,L2a,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.909850,L7,False,0.082500,8.1717,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260752,P1,imu_dropout,suppress IMU,L2b,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.978025,L7,False,0.082500,8.1717,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
20260752,P1,imu_dropout,suppress IMU,L3,"AUC(faulted, matched-clean) folded to [0.5,1.0]",0.909663,L7,False,0.082500,8.1717,VALID,,6383676a3491dc82d70f2db20cdafb942e5c588a
