seed,policy,fault,severity,A_f,unique_absorption,threshold_crossings,veto_rate,mean_speed,failure_status,validity
20260752,P2,speed_bias,3.0 m/s,L2b,False,3,0.750000,2.5669,ok,VALID
20260752,P2,lateral_noise,sigma x25,L2b,False,3,0.957500,2.5773,ok,VALID
20260753,P2,imu_dropout,suppress IMU,L2a,False,5,0.952500,3.8672,ok,VALID
20260753,P2,position_bias,1.0 m,L2a,True,1,0.952500,2.3489,ok,INVALID
20260753,P2,position_drift,2.0 m final,L2a,True,1,0.952500,2.3489,ok,INVALID
20260753,P2,speed_stuck,hold,L2b,False,3,0.952500,2.3447,ok,VALID
20260753,P2,speed_bias,3.0 m/s,L2a,False,3,0.742500,2.3447,ok,VALID
20260753,P2,lateral_noise,sigma x25,L2b,False,3,0.952500,2.3541,ok,VALID
20260754,P2,imu_dropout,suppress IMU,L2b,False,3,0.870000,3.3194,ok,VALID
20260754,P2,position_bias,1.0 m,L2a,True,1,0.867500,3.3260,ok,INVALID
20260754,P2,position_drift,2.0 m final,L2a,True,1,0.867500,3.3260,ok,INVALID
20260754,P2,speed_stuck,hold,L2b,False,3,0.845000,3.3194,ok,VALID
20260754,P2,speed_bias,3.0 m/s,L2b,False,3,0.660000,3.3194,ok,VALID
20260754,P2,lateral_noise,sigma x25,L2b,False,3,0.870000,3.3291,ok,VALID
20260755,P2,imu_dropout,suppress IMU,L2b,False,4,0.677500,3.7207,ok,VALID
20260755,P2,position_bias,1.0 m,L2a,True,1,0.620000,6.3578,ok,INVALID
20260755,P2,position_drift,2.0 m final,L2a,True,1,0.620000,6.3578,ok,INVALID
20260755,P2,speed_stuck,hold,L2b,False,3,0.635000,11.6147,ok,VALID
20260755,P2,speed_bias,3.0 m/s,L1,True,0,0.625000,4.8241,ok,VALID
20260755,P2,lateral_noise,sigma x25,,False,0,0.755000,4.9915,ok,VALID
20260756,P2,imu_dropout,suppress IMU,L7,True,1,0.860000,3.5004,ok,VALID
20260756,P2,position_bias,1.0 m,L2a,True,1,0.815000,3.9745,ok,INVALID
20260756,P2,position_drift,2.0 m final,L2a,True,1,0.815000,3.9745,ok,INVALID
20260756,P2,speed_stuck,hold,L8,True,1,0.692500,3.3684,ok,VALID
20260756,P2,speed_bias,3.0 m/s,L8,True,1,0.707500,3.5540,ok,VALID
20260756,P2,lateral_noise,sigma x25,L6,True,1,0.842500,3.4942,ok,VALID
20260757,P2,imu_dropout,suppress IMU,L7,True,1,0.865000,3.5365,ok,VALID
20260757,P2,position_bias,1.0 m,L2a,True,1,0.840000,3.5234,ok,INVALID
20260757,P2,position_drift,2.0 m final,L2a,True,1,0.840000,3.5234,ok,INVALID
20260757,P2,speed_stuck,hold,L8,True,1,0.655000,3.3996,ok,VALID
20260757,P2,speed_bias,3.0 m/s,L2b,False,3,0.655000,3.3996,ok,VALID
20260757,P2,lateral_noise,sigma x25,L7,True,1,0.862500,3.4942,ok,VALID
20260758,P2,imu_dropout,suppress IMU,L7,True,1,0.990000,2.3049,ok,VALID
20260758,P2,position_bias,1.0 m,L2a,True,1,0.942500,2.3167,ok,INVALID
20260758,P2,position_drift,2.0 m final,L2a,True,1,0.942500,2.3167,ok,INVALID
20260758,P2,speed_stuck,hold,L2a,False,5,0.990000,2.3049,ok,VALID
20260758,P2,speed_bias,3.0 m/s,L2b,False,3,0.780000,2.3049,ok,VALID
20260758,P2,lateral_noise,sigma x25,L2b,False,3,0.990000,2.3106,ok,VALID
20260759,P2,imu_dropout,suppress IMU,L7,True,1,0.942500,5.1742,ok,VALID
20260759,P2,position_bias,1.0 m,L2a,True,1,0.940000,2.6294,ok,INVALID
20260759,P2,position_drift,2.0 m final,L2a,True,1,0.940000,2.6294,ok,INVALID
20260759,P2,speed_stuck,hold,L2a,False,5,0.945000,2.6179,ok,VALID
20260759,P2,speed_bias,3.0 m/s,L2a,False,5,0.860000,2.6179,ok,VALID
20260759,P2,lateral_noise,sigma x25,L2b,False,3,0.942500,2.6300,ok,VALID
20260760,P2,imu_dropout,suppress IMU,L2a,False,5,0.965000,3.9808,ok,VALID
20260760,P2,position_bias,1.0 m,L2a,True,1,0.965000,2.4628,ok,INVALID
20260760,P2,position_drift,2.0 m final,L2a,True,1,0.965000,2.4628,ok,INVALID
20260760,P2,speed_stuck,hold,L2b,False,3,0.965000,2.4583,ok,VALID
20260760,P2,speed_bias,3.0 m/s,L2b,False,3,0.770000,2.4583,ok,VALID
20260760,P2,lateral_noise,sigma x25,L2b,False,3,0.962500,2.4655,ok,VALID
20260731,P3,imu_dropout,suppress IMU,L7,False,2,0.007500,5.8847,ok,VALID
20260731,P3,position_bias,1.0 m,L2a,True,1,0.007500,10.5431,ok,INVALID
20260731,P3,position_drift,2.0 m final,L2a,True,1,0.007500,10.5431,ok,INVALID
20260731,P3,speed_stuck,hold,L2a,False,3,0.007500,10.5703,ok,VALID
20260731,P3,speed_bias,3.0 m/s,L2a,False,3,0.007500,10.2439,ok,VALID
20260731,P3,lateral_noise,sigma x25,,False,0,0.302500,8.5620,ok,VALID
20260732,P3,imu_dropout,suppress IMU,L2b,False,4,0.012500,6.2630,ok,VALID
20260732,P3,position_bias,1.0 m,L2a,True,1,0.002500,11.1094,ok,INVALID
20260732,P3,position_drift,2.0 m final,L2a,True,1,0.002500,11.1094,ok,INVALID
20260732,P3,speed_stuck,hold,L2a,False,3,0.002500,11.1301,ok,VALID
20260732,P3,speed_bias,3.0 m/s,L2a,False,3,0.002500,10.7773,ok,VALID
20260732,P3,lateral_noise,sigma x25,,False,0,0.380000,9.2702,ok,VALID
20260733,P3,imu_dropout,suppress IMU,L2b,False,4,0.015000,8.1507,ok,VALID
20260733,P3,position_bias,1.0 m,L2a,True,1,0.007500,13.7081,ok,INVALID
20260733,P3,position_drift,2.0 m final,L2a,True,1,0.007500,13.7081,ok,INVALID
20260733,P3,speed_stuck,hold,L2a,True,1,0.007500,13.6872,ok,VALID
20260733,P3,speed_bias,3.0 m/s,L2a,False,3,0.007500,13.2439,ok,VALID
20260733,P3,lateral_noise,sigma x25,,False,0,0.292500,11.3439,ok,VALID
20260734,P3,imu_dropout,suppress IMU,L2b,False,4,0.017500,8.1294,ok,VALID
20260734,P3,position_bias,1.0 m,L2a,True,1,0.010000,13.7055,ok,INVALID
20260734,P3,position_drift,2.0 m final,L2a,True,1,0.010000,13.7055,ok,INVALID
20260734,P3,speed_stuck,hold,L2a,False,3,0.010000,13.6797,ok,VALID
20260734,P3,speed_bias,3.0 m/s,L2a,False,5,0.010000,13.2482,ok,VALID
20260734,P3,lateral_noise,sigma x25,,False,0,0.472500,10.0101,ok,VALID
20260735,P3,imu_dropout,suppress IMU,L2b,False,4,0.002500,7.3515,ok,VALID
20260735,P3,position_bias,1.0 m,L2a,True,1,0.000000,12.6504,ok,INVALID
20260735,P3,position_drift,2.0 m final,L2a,True,1,0.000000,12.6504,ok,INVALID
20260735,P3,speed_stuck,hold,L2a,True,1,0.000000,12.6497,ok,VALID
20260735,P3,speed_bias,3.0 m/s,L2a,False,5,0.000000,12.2317,ok,VALID
20260735,P3,lateral_noise,sigma x25,,False,0,0.202500,10.6663,ok,VALID
20260736,P3,imu_dropout,suppress IMU,L6,False,2,0.012500,6.6831,ok,VALID
20260736,P3,position_bias,1.0 m,L2a,True,1,0.012500,11.6975,ok,INVALID
20260736,P3,position_drift,2.0 m final,L2a,True,1,0.012500,11.6975,ok,INVALID
20260736,P3,speed_stuck,hold,L2a,True,1,0.012500,11.7157,ok,VALID
20260736,P3,speed_bias,3.0 m/s,L2a,False,5,0.012500,11.3284,ok,VALID
20260736,P3,lateral_noise,sigma x25,,False,0,0.307500,8.6642,ok,VALID
20260737,P3,imu_dropout,suppress IMU,L2a,False,4,0.010000,6.6735,ok,VALID
20260737,P3,position_bias,1.0 m,L2a,True,1,0.010000,11.6961,ok,INVALID
20260737,P3,position_drift,2.0 m final,L2a,True,1,0.010000,11.6961,ok,INVALID
20260737,P3,speed_stuck,hold,L2a,False,3,0.010000,11.7123,ok,VALID
20260737,P3,speed_bias,3.0 m/s,L2a,False,5,0.010000,11.3276,ok,VALID
20260737,P3,lateral_noise,sigma x25,,False,0,0.397500,8.6697,ok,VALID
20260738,P3,imu_dropout,suppress IMU,L7,False,2,0.007500,6.5385,ok,VALID
20260738,P3,position_bias,1.0 m,L2a,True,1,0.007500,11.5370,ok,INVALID
20260738,P3,position_drift,2.0 m final,L2a,True,1,0.007500,11.5370,ok,INVALID
20260738,P3,speed_stuck,hold,L2a,True,1,0.007500,11.5532,ok,VALID
20260738,P3,speed_bias,3.0 m/s,L2a,False,3,0.007500,11.1798,ok,VALID
20260738,P3,lateral_noise,sigma x25,,False,0,0.470000,8.3770,ok,VALID
20260739,P3,imu_dropout,suppress IMU,L2a,False,4,0.000000,8.2763,ok,VALID
20260739,P3,position_bias,1.0 m,L2a,True,1,0.000000,13.8885,ok,INVALID
20260739,P3,position_drift,2.0 m final,L2a,True,1,0.000000,13.8885,ok,INVALID
20260739,P3,speed_stuck,hold,L2a,False,3,0.000000,13.8520,ok,VALID
20260739,P3,speed_bias,3.0 m/s,L2a,False,5,0.000000,13.4214,ok,VALID
20260739,P3,lateral_noise,sigma x25,L8,True,1,0.197500,12.8427,ok,VALID
20260740,P3,imu_dropout,suppress IMU,L6,False,2,0.002500,6.4670,ok,VALID
20260740,P3,position_bias,1.0 m,L2a,True,1,0.002500,11.4140,ok,INVALID
20260740,P3,position_drift,2.0 m final,L2a,True,1,0.002500,11.4140,ok,INVALID
20260740,P3,speed_stuck,hold,L2a,False,3,0.002500,11.4334,ok,VALID
20260740,P3,speed_bias,3.0 m/s,L2a,False,3,0.002500,11.0564,ok,VALID
20260740,P3,lateral_noise,sigma x25,L8,True,1,0.187500,10.1700,ok,VALID
20260741,P3,imu_dropout,suppress IMU,L6,False,2,0.002500,6.4318,ok,VALID
20260741,P3,position_bias,1.0 m,L2a,True,1,0.002500,11.3721,ok,INVALID
20260741,P3,position_drift,2.0 m final,L2a,True,1,0.002500,11.3721,ok,INVALID
20260741,P3,speed_stuck,hold,L2a,False,3,0.002500,11.3932,ok,VALID
20260741,P3,speed_bias,3.0 m/s,L2a,False,5,0.002500,11.0172,ok,VALID
20260741,P3,lateral_noise,sigma x25,,False,0,0.380000,9.6039,ok,VALID
20260742,P3,imu_dropout,suppress IMU,L2b,False,4,0.072500,5.7437,ok,VALID
20260742,P3,position_bias,1.0 m,L2a,True,1,0.002500,10.3642,ok,INVALID
20260742,P3,position_drift,2.0 m final,L2a,True,1,0.002500,10.3642,ok,INVALID
20260742,P3,speed_stuck,hold,L2a,False,3,0.002500,10.3847,ok,VALID
20260742,P3,speed_bias,3.0 m/s,L2a,False,3,0.002500,10.0749,ok,VALID
20260742,P3,lateral_noise,sigma x25,,False,0,0.267500,8.3415,ok,VALID
20260743,P3,imu_dropout,suppress IMU,L2b,False,4,0.005000,5.9203,ok,VALID
20260743,P3,position_bias,1.0 m,L2a,True,1,0.005000,10.5958,ok,INVALID
20260743,P3,position_drift,2.0 m final,L2a,True,1,0.005000,10.5958,ok,INVALID
20260743,P3,speed_stuck,hold,L2a,False,3,0.005000,10.6165,ok,VALID
20260743,P3,speed_bias,3.0 m/s,L2a,False,5,0.005000,10.3001,ok,VALID
20260743,P3,lateral_noise,sigma x25,,False,0,0.492500,7.2910,ok,VALID
20260744,P3,imu_dropout,suppress IMU,L7,False,2,0.010000,5.9277,ok,VALID
20260744,P3,position_bias,1.0 m,L2a,True,1,0.000000,10.6733,ok,INVALID
20260744,P3,position_drift,2.0 m final,L2a,True,1,0.000000,10.6733,ok,INVALID
20260744,P3,speed_stuck,hold,L2a,False,3,0.000000,10.6942,ok,VALID
20260744,P3,speed_bias,3.0 m/s,L2a,False,5,0.000000,10.3666,ok,VALID
20260744,P3,lateral_noise,sigma x25,,False,0,0.480000,7.4999,ok,VALID
20260745,P3,imu_dropout,suppress IMU,L2b,False,4,0.005000,6.8189,ok,VALID
20260745,P3,position_bias,1.0 m,L2a,True,1,0.005000,11.9384,ok,INVALID
20260745,P3,position_drift,2.0 m final,L2a,True,1,0.005000,11.9384,ok,INVALID
20260745,P3,speed_stuck,hold,L2a,True,1,0.005000,11.9565,ok,VALID
20260745,P3,speed_bias,3.0 m/s,L2a,False,5,0.005000,11.5490,ok,VALID
20260745,P3,lateral_noise,sigma x25,,False,0,0.260000,9.8980,ok,VALID
20260746,P3,imu_dropout,suppress IMU,L2b,False,4,0.007500,7.8010,ok,VALID
20260746,P3,position_bias,1.0 m,L2a,True,1,0.010000,13.2406,ok,INVALID
20260746,P3,position_drift,2.0 m final,L2a,True,1,0.010000,13.2406,ok,INVALID
20260746,P3,speed_stuck,hold,L2a,False,3,0.010000,13.2257,ok,VALID
20260746,P3,speed_bias,3.0 m/s,L2a,False,5,0.010000,12.8014,ok,VALID
20260746,P3,lateral_noise,sigma x25,,False,0,0.297500,10.1447,ok,VALID
20260747,P3,imu_dropout,suppress IMU,L7,False,2,0.027500,5.9484,ok,VALID
20260747,P3,position_bias,1.0 m,L2a,True,1,0.010000,10.6348,ok,INVALID
20260747,P3,position_drift,2.0 m final,L2a,True,1,0.010000,10.6348,ok,INVALID
20260747,P3,speed_stuck,hold,L2a,False,3,0.010000,10.6554,ok,VALID
20260747,P3,speed_bias,3.0 m/s,L2a,False,3,0.010000,10.3386,ok,VALID
20260747,P3,lateral_noise,sigma x25,L8,True,1,0.207500,9.6852,ok,VALID
20260748,P3,imu_dropout,suppress IMU,L6,False,2,0.005000,6.6821,ok,VALID
20260748,P3,position_bias,1.0 m,L2a,True,1,0.005000,11.7051,ok,INVALID
20260748,P3,position_drift,2.0 m final,L2a,True,1,0.005000,11.7051,ok,INVALID
20260748,P3,speed_stuck,hold,L2a,True,1,0.005000,11.7168,ok,VALID
20260748,P3,speed_bias,3.0 m/s,L2a,False,3,0.005000,11.3402,ok,VALID
20260748,P3,lateral_noise,sigma x25,L8,True,1,0.217500,10.2438,ok,VALID
20260749,P3,imu_dropout,suppress IMU,L6,False,2,0.012500,7.6184,ok,VALID
20260749,P3,position_bias,1.0 m,L2a,True,1,0.012500,13.0403,ok,INVALID
20260749,P3,position_drift,2.0 m final,L2a,True,1,0.012500,13.0403,ok,INVALID
20260749,P3,speed_stuck,hold,L2a,False,3,0.012500,13.0318,ok,VALID
20260749,P3,speed_bias,3.0 m/s,L2a,False,5,0.012500,12.6045,ok,VALID
20260749,P3,lateral_noise,sigma x25,,False,0,0.327500,10.9367,ok,VALID
20260750,P3,imu_dropout,suppress IMU,L7,False,2,0.000000,5.9876,ok,VALID
20260750,P3,position_bias,1.0 m,L2a,True,1,0.000000,10.7392,ok,INVALID
20260750,P3,position_drift,2.0 m final,L2a,True,1,0.000000,10.7392,ok,INVALID
20260750,P3,speed_stuck,hold,L2a,False,3,0.000000,10.7617,ok,VALID
20260750,P3,speed_bias,3.0 m/s,L2a,False,3,0.000000,10.4311,ok,VALID
20260750,P3,lateral_noise,sigma x25,,False,0,0.245000,8.9810,ok,VALID
20260751,P3,imu_dropout,suppress IMU,L2a,False,6,0.010000,6.3415,ok,VALID
20260751,P3,position_bias,1.0 m,L2a,True,1,0.010000,11.2132,ok,INVALID
20260751,P3,position_drift,2.0 m final,L2a,True,1,0.010000,11.2132,ok,INVALID
20260751,P3,speed_stuck,hold,L2a,False,3,0.010000,11.2334,ok,VALID
20260751,P3,speed_bias,3.0 m/s,L2a,False,5,0.010000,10.8801,ok,VALID
20260751,P3,lateral_noise,sigma x25,L8,True,1,0.217500,9.9394,ok,VALID
20260752,P3,imu_dropout,suppress IMU,L2b,False,4,0.005000,8.4375,ok,VALID
20260752,P3,position_bias,1.0 m,L2a,True,1,0.005000,14.0589,ok,INVALID
20260752,P3,position_drift,2.0 m final,L2a,True,1,0.005000,14.0589,ok,INVALID
20260752,P3,speed_stuck,hold,L2a,False,3,0.005000,14.0209,ok,VALID
20260752,P3,speed_bias,3.0 m/s,L2a,False,3,0.005000,13.5894,ok,VALID
20260752,P3,lateral_noise,sigma x25,,False,0,0.477500,10.2004,ok,VALID
20260753,P3,imu_dropout,suppress IMU,L7,False,2,0.075000,7.0413,ok,VALID
20260753,P3,position_bias,1.0 m,L2a,True,1,0.012500,12.2554,ok,INVALID
20260753,P3,position_drift,2.0 m final,L2a,True,1,0.012500,12.2554,ok,INVALID
20260753,P3,speed_stuck,hold,L2a,True,1,0.012500,12.2625,ok,VALID
20260753,P3,speed_bias,3.0 m/s,L2a,False,5,0.012500,11.8632,ok,VALID
20260753,P3,lateral_noise,sigma x25,,False,0,0.272500,9.3363,ok,VALID
20260754,P3,imu_dropout,suppress IMU,L2a,False,2,0.002500,6.4038,ok,VALID
20260754,P3,position_bias,1.0 m,L2a,True,1,0.002500,11.2892,ok,INVALID
20260754,P3,position_drift,2.0 m final,L2a,True,1,0.002500,11.2892,ok,INVALID
20260754,P3,speed_stuck,hold,L2a,True,1,0.002500,11.3032,ok,VALID
20260754,P3,speed_bias,3.0 m/s,L2a,False,3,0.002500,10.9544,ok,VALID
20260754,P3,lateral_noise,sigma x25,,False,0,0.260000,9.2693,ok,VALID
20260755,P3,imu_dropout,suppress IMU,L7,False,2,0.000000,6.3062,ok,VALID
20260755,P3,position_bias,1.0 m,L2a,True,1,0.002500,11.2190,ok,INVALID
20260755,P3,position_drift,2.0 m final,L2a,True,1,0.002500,11.2190,ok,INVALID
20260755,P3,speed_stuck,hold,L2a,False,3,0.002500,11.2379,ok,VALID
20260755,P3,speed_bias,3.0 m/s,L2a,False,3,0.002500,10.8741,ok,VALID
20260755,P3,lateral_noise,sigma x25,,False,0,0.190000,10.0240,ok,VALID
20260756,P3,imu_dropout,suppress IMU,L7,False,2,0.017500,5.6932,ok,VALID
20260756,P3,position_bias,1.0 m,L2a,True,1,0.000000,10.3072,ok,INVALID
20260756,P3,position_drift,2.0 m final,L2a,True,1,0.000000,10.3072,ok,INVALID
20260756,P3,speed_stuck,hold,L2a,False,3,0.000000,10.3335,ok,VALID
20260756,P3,speed_bias,3.0 m/s,L2a,False,5,0.000000,10.0239,ok,VALID
20260756,P3,lateral_noise,sigma x25,,False,0,0.265000,8.7347,ok,VALID
20260757,P3,imu_dropout,suppress IMU,L7,False,2,0.015000,6.2505,ok,VALID
20260757,P3,position_bias,1.0 m,L2a,True,1,0.015000,11.0897,ok,INVALID
20260757,P3,position_drift,2.0 m final,L2a,True,1,0.015000,11.0897,ok,INVALID
20260757,P3,speed_stuck,hold,L2a,False,3,0.015000,11.1110,ok,VALID
20260757,P3,speed_bias,3.0 m/s,L2a,False,5,0.015000,10.7536,ok,VALID
20260757,P3,lateral_noise,sigma x25,,False,0,0.252500,9.9794,ok,VALID
20260758,P3,imu_dropout,suppress IMU,L2b,False,4,0.010000,8.1344,ok,VALID
20260758,P3,position_bias,1.0 m,L2a,True,1,0.010000,13.6943,ok,INVALID
20260758,P3,position_drift,2.0 m final,L2a,True,1,0.010000,13.6943,ok,INVALID
20260758,P3,speed_stuck,hold,L2a,False,3,0.010000,13.6641,ok,VALID
20260758,P3,speed_bias,3.0 m/s,L2a,False,5,0.010000,13.2324,ok,VALID
20260758,P3,lateral_noise,sigma x25,,False,0,0.255000,12.4077,ok,VALID
20260759,P3,imu_dropout,suppress IMU,L2b,False,4,0.017500,7.5916,ok,VALID
20260759,P3,position_bias,1.0 m,L2a,True,1,0.010000,12.9855,ok,INVALID
20260759,P3,position_drift,2.0 m final,L2a,True,1,0.010000,12.9855,ok,INVALID
20260759,P3,speed_stuck,hold,L2a,False,3,0.010000,12.9763,ok,VALID
20260759,P3,speed_bias,3.0 m/s,L2a,False,5,0.010000,12.5550,ok,VALID
20260759,P3,lateral_noise,sigma x25,,False,0,0.245000,11.8309,ok,VALID
20260760,P3,imu_dropout,suppress IMU,L6,False,2,0.002500,8.2527,ok,VALID
20260760,P3,position_bias,1.0 m,L2a,True,1,0.002500,13.8284,ok,INVALID
20260760,P3,position_drift,2.0 m final,L2a,True,1,0.002500,13.8284,ok,INVALID
20260760,P3,speed_stuck,hold,L2a,False,3,0.002500,13.7896,ok,VALID
20260760,P3,speed_bias,3.0 m/s,L2a,False,5,0.005000,13.3687,ok,VALID
20260760,P3,lateral_noise,sigma x25,,False,0,0.380000,11.2482,ok,VALID
